livre;chapitre;verset_de;verset_a;traduction;code;paragraphe
Actes;19;0;0;SKN;54-0216;19
Actes;19;0;0;SKN;54-0402;2
Actes;19;0;0;SKN;54-1207;3
Actes;19;0;0;SKN;55-0612;5
Actes;19;0;0;SKN;55-1008;63
Actes;19;0;0;SKN;55-1120;31
Actes;19;0;0;SKN;56-0223;62
Actes;19;0;0;SKN;56-0414;3
Actes;19;0;0;SKN;56-0415;7
Actes;19;0;0;SKN;56-0815;29
Actes;19;0;0;SKN;56-1005;7
Actes;19;0;0;SKN;56-1207;9
Actes;19;0;0;SKN;56-1208;34
Actes;19;0;0;SKN;57-0115;11
Actes;19;0;0;SKN;57-0305;58
Actes;19;0;0;SKN;57-0518;1
Actes;19;0;0;SKN;57-0728;77
Actes;19;0;0;SKN;57-0825E;150
Actes;19;0;0;SKN;57-1002;366
Actes;19;0;0;SKN;58-0126;14
Actes;19;0;0;SKN;58-0209E;3
Actes;19;0;0;SKN;58-0316E;96
Actes;19;0;0;SKN;58-0330A;60
Actes;19;0;0;SKN;58-0330E;9
Actes;19;0;0;SKN;58-0510;66
Actes;19;0;0;SKN;58-1002;61
Actes;19;0;0;SKN;58-1005M;90
Actes;19;0;0;SKN;59-0329M;57
Actes;19;0;0;SKN;59-0415A;33
Actes;19;0;0;SKN;59-0424A;47
Actes;19;0;0;SKN;59-0424E;18
Actes;19;0;0;SKN;59-0628E;45
Actes;19;0;0;SKN;59-0628E;146
Actes;19;0;0;SKN;59-0707;42
Actes;19;0;0;SKN;59-0708E;4
Actes;19;0;0;SKN;59-1217;61
Actes;19;0;0;SKN;59-1220M;65
Actes;19;0;0;SKN;59-1227M;114
Actes;19;0;0;SKN;60-0403;16
Actes;19;0;0;SKN;60-0522M;110
Actes;19;0;0;SKN;60-0626;170
Actes;19;0;0;SKN;60-0713;1
Actes;19;0;0;SKN;60-0724;22
Actes;19;0;0;SKN;60-0731;52
Actes;19;0;0;SKN;60-0911E;139
Actes;19;0;0;SKN;60-1113;204
Actes;19;0;0;SKN;60-1127M;46
Actes;19;0;0;SKN;60-1204M;264
Actes;19;0;0;SKN;60-1205;103
Actes;19;0;0;SKN;61-0108;169
Actes;19;0;0;SKN;61-0112;301
Actes;19;0;0;SKN;61-0117;44
Actes;19;0;0;SKN;61-0128;45
Actes;19;0;0;SKN;61-0210;189
Actes;19;0;0;SKN;61-0217;55
Actes;19;0;0;SKN;61-0312;13
Actes;19;0;0;SKN;61-0521;11
Actes;19;0;0;SKN;62-0211;222
Actes;19;0;0;SKN;62-0318M;28
Actes;19;0;0;SKN;62-0422;171
Actes;19;0;0;SKN;62-0705;46
Actes;19;0;0;SKN;62-1007;139
Actes;19;0;0;SKN;63-0322;469
Actes;19;0;0;SKN;63-0608;82
Actes;19;0;0;SKN;63-0623E;197
Actes;19;0;0;SKN;63-0626;176
Actes;19;0;0;SKN;63-0628M;77
Actes;19;0;0;SKN;63-0803B;194
Actes;19;0;0;SKN;63-0901M;103
Actes;19;0;0;SKN;63-1116B;180
Actes;19;0;0;SKN;64-0719E;158
Actes;19;0;0;SKN;64-0719M;234
Actes;19;0;0;SKN;64-0823M;90
Actes;19;0;0;SKN;65-0418M;179
Actes;19;0;0;SKN;65-0418M;189
Actes;19;0;0;SKN;65-0725M;277
Actes;19;0;0;VGR;51-0923;191
Actes;19;0;0;VGR;52-0900;172
Actes;19;0;0;VGR;53-0608A;52
Actes;19;0;0;VGR;53-0729;198
Actes;19;0;0;VGR;54-0103M;44
Actes;19;0;0;VGR;57-1002;366
Actes;19;0;0;VGR;58-1005M;175
Actes;19;0;0;VGR;59-0329M;64
Actes;19;0;0;VGR;59-0628E;45
Actes;19;0;0;VGR;59-0628E;146
Actes;19;0;0;VGR;59-1217;61
Actes;19;0;0;VGR;60-0522M;110
Actes;19;0;0;VGR;60-0626;166
Actes;19;0;0;VGR;60-0911E;139
Actes;19;0;0;VGR;60-1113;240
Actes;19;0;0;VGR;60-1204M;258
Actes;19;0;0;VGR;60-1205;101
Actes;19;0;0;VGR;61-0108;166
Actes;19;0;0;VGR;61-0112;301
Actes;19;0;0;VGR;62-0318M;336
Actes;19;0;0;VGR;62-0422;258
Actes;19;0;0;VGR;62-1007;139
Actes;19;0;0;VGR;63-0322;469
Actes;19;0;0;VGR;63-0608;238
Actes;19;0;0;VGR;63-0623E;197
Actes;19;0;0;VGR;63-0628M;77
Actes;19;0;0;VGR;63-0803B;194
Actes;19;0;0;VGR;63-0901M;103
Actes;19;0;0;VGR;64-0719E;158
Actes;19;0;0;VGR;64-0719M;322
Actes;19;0;0;VGR;64-0823M;90
Actes;19;0;0;VGR;65-0418M;189
Actes;19;5;5;SKN;54-0103M;41
Actes;19;5;5;SKN;54-0515;218
Actes;19;5;5;SKN;58-0928M;135
Actes;19;5;5;SKN;59-1219;17
Actes;19;5;5;SKN;59-1227M;114
Actes;19;5;5;SKN;60-0807;9
Actes;19;5;5;SKN;60-1209;76
Actes;19;5;5;SKN;61-0415E;78
Actes;19;5;5;SKN;61-1015M;49
Actes;19;5;5;SKN;63-0623E;198
Actes;19;5;5;SKN;63-1124M;140
Actes;19;5;5;VGR;54-0103M;41
Actes;19;5;5;VGR;54-0515;218
Actes;19;5;5;VGR;59-1219;17
Actes;19;5;5;VGR;60-1209;75
Actes;19;5;5;VGR;61-1015M;49
Actes;19;5;5;VGR;63-0623E;198
Actes;19;5;5;VGR;63-1124M;140
Actes;19;6;6;SKN;60-0807;9
Actes;19;11;11;SKN;62-1014M;151
Actes;19;11;11;VGR;62-1014M;194
Actes;19;19;19;SKN;61-0426;63
Actes;19;58;58;SKN;59-0329M;57
Actes;20;0;0;SKN;62-0318E;1
Actes;20;0;0;SKN;64-0830M;207
Actes;20;0;0;VGR;62-0318M;403
Actes;20;0;0;VGR;64-0830M;236
Actes;20;24;24;SKN;63-0127;59
Actes;20;24;24;SKN;63-1201M;102
Actes;20;24;24;VGR;63-1201M;102
Actes;20;27;27;SKN;63-1229E;18
Actes;20;27;27;VGR;63-1229E;28
Actes;22;16;16;SKN;64-0823M;62
Actes;22;16;16;VGR;64-0823M;62
Actes;23;0;0;SKN;62-1230M;38
Actes;23;0;0;VGR;62-1230M;56
Actes;23;11;11;SKN;62-1230M;38
Actes;23;11;11;VGR;62-1230M;54
Actes;26;15;15;SKN;62-1230M;38
Actes;26;15;15;VGR;62-1230M;53
Actes;28;19;19;SKN;62-1014M;129
Actes;28;19;19;VGR;62-1014M;164
Amos;3;0;0;SKN;62-0513M;51
Amos;3;0;0;SKN;63-0319;331
Amos;3;0;0;VGR;63-0319;331
Amos;3;7;7;SKN;62-0319;26
Amos;3;7;7;SKN;63-0321;63
Amos;3;7;7;SKN;65-0718M;117
Amos;3;7;7;SKN;65-0718M;158
Amos;3;7;7;SKN;65-0718M;160
Amos;3;7;7;SKN;65-1126;337
Amos;3;7;7;SKN;65-1127B;210
Amos;3;7;7;SKN;65-1127B;251
Amos;3;7;7;SKN;65-1127E;91
Amos;3;7;7;SKN;65-1204;131
Amos;3;7;7;SKN;65-1206;52
Amos;3;7;7;VGR;63-0321;63
Amos;3;7;7;VGR;65-0718E;63
Amos;3;7;7;VGR;65-0718M;117
Amos;3;7;7;VGR;65-0718M;158
Amos;3;7;7;VGR;65-0718M;160
Amos;3;7;7;VGR;65-1126;337
Amos;3;7;7;VGR;65-1127B;210
Amos;3;7;7;VGR;65-1127B;251
Amos;3;7;7;VGR;65-1127E;91
Amos;3;7;7;VGR;65-1204;131
Amos;3;7;7;VGR;65-1206;52
Amos;8;11;11;SKN;55-0302;48
Apocalypse;1;0;0;SKN;51-0502;17
Apocalypse;1;0;0;SKN;53-0513;31
Apocalypse;1;0;0;SKN;53-0611;34
Apocalypse;1;0;0;SKN;53-1129A;91
Apocalypse;1;0;0;SKN;54-0103M;99
Apocalypse;1;0;0;SKN;54-0404E;108
Apocalypse;1;0;0;SKN;54-0811;10
Apocalypse;1;0;0;SKN;54-1212;54
Apocalypse;1;0;0;SKN;56-0121;78
Apocalypse;1;0;0;SKN;56-1230;49
Apocalypse;1;0;0;SKN;57-0125;39
Apocalypse;1;0;0;SKN;58-0927;180
Apocalypse;1;0;0;SKN;59-0423;6
Apocalypse;1;0;0;SKN;60-0712;84
Apocalypse;1;0;0;SKN;60-0731;31
Apocalypse;1;0;0;SKN;61-0108;128
Apocalypse;1;0;0;SKN;61-0122;14
Apocalypse;1;0;0;SKN;61-0515;89
Apocalypse;1;0;0;SKN;62-0722;42
Apocalypse;1;0;0;SKN;63-0317E;31
Apocalypse;1;0;0;SKN;63-1110M;157
Apocalypse;1;0;0;SKN;64-0830M;207
Apocalypse;1;0;0;SKN;64-1212;140
Apocalypse;1;0;0;SKN;65-0418M;19
Apocalypse;1;0;0;SKN;65-0725E;147
Apocalypse;1;0;0;SKN;65-0822E;30
Apocalypse;1;0;0;SKN;65-1127B;44
Apocalypse;1;0;0;SKN;65-1127E;209
Apocalypse;1;0;0;VGR;54-0103M;99
Apocalypse;1;0;0;VGR;54-0404E;108
Apocalypse;1;0;0;VGR;54-1212;54
Apocalypse;1;0;0;VGR;56-1230;123
Apocalypse;1;0;0;VGR;58-0927;180
Apocalypse;1;0;0;VGR;59-0510M;92
Apocalypse;1;0;0;VGR;60-1204M;26
Apocalypse;1;0;0;VGR;61-0108;128
Apocalypse;1;0;0;VGR;61-0723E;8
Apocalypse;1;0;0;VGR;63-0317E;31
Apocalypse;1;0;0;VGR;63-1110M;157
Apocalypse;1;0;0;VGR;64-0830M;279
Apocalypse;1;0;0;VGR;65-0418M;14
Apocalypse;1;0;0;VGR;65-0725E;147
Apocalypse;1;0;0;VGR;65-0822E;30
Apocalypse;1;0;0;VGR;65-1127B;44
Apocalypse;1;0;0;VGR;65-1127E;209
Apocalypse;1;1;1;SKN;65-0801E;14
Apocalypse;1;1;1;SKN;65-0822M;50
Apocalypse;1;1;1;VGR;65-0801E;14
Apocalypse;1;1;1;VGR;65-0822M;50
Apocalypse;1;1;10;SKN;60-1231;102
Apocalypse;1;3;3;SKN;61-0318;39
Apocalypse;1;7;7;SKN;51-0508;22
Apocalypse;1;7;7;SKN;62-0909E;28
Apocalypse;1;7;7;SKN;62-0909E;30
Apocalypse;1;7;7;VGR;62-0909E;28
Apocalypse;1;10;10;SKN;60-1231;102
Apocalypse;1;10;10;SKN;60-1231;108
Apocalypse;1;10;10;VGR;60-1231;98
Apocalypse;1;10;10;VGR;60-1231;104
Apocalypse;1;17;17;VGR;65-0410;21
Apocalypse;1;17;18;SKN;65-0410;14
Apocalypse;1;17;18;VGR;65-0410;21
Apocalypse;1;18;18;SKN;65-0418M;20
Apocalypse;1;18;18;VGR;65-0418M;20
Apocalypse;1;20;20;SKN;60-1225;105
Apocalypse;1;20;20;VGR;60-1225;130
Apocalypse;2;0;0;SKN;54-0220;35
Apocalypse;2;0;0;SKN;55-1006A;38
Apocalypse;2;0;0;SKN;61-1015M;198
Apocalypse;2;0;0;SKN;64-0802;354
Apocalypse;2;0;0;SKN;65-1206;213
Apocalypse;2;0;0;VGR;64-0802;427
Apocalypse;2;5;5;SKN;61-0108;202
Apocalypse;2;5;5;VGR;61-0108;195
Apocalypse;2;6;6;SKN;63-0319;263
Apocalypse;2;6;6;VGR;63-0319;263
Apocalypse;2;7;7;SKN;64-0802;354
Apocalypse;2;7;7;VGR;64-0802;427
Apocalypse;2;9;9;SKN;61-1015M;196
Apocalypse;2;10;10;SKN;61-0101;288
Apocalypse;2;10;10;VGR;61-0101;282
Apocalypse;2;13;13;SKN;60-1210;139
Apocalypse;2;13;13;VGR;60-1210;198
Apocalypse;2;17;17;SKN;60-1210;139
Apocalypse;2;17;17;VGR;60-1210;265
Apocalypse;2;18;18;SKN;63-0321;349
Apocalypse;2;18;18;VGR;63-0321;349
Apocalypse;2;18;20;SKN;63-0321;349
Apocalypse;2;20;20;SKN;58-0927;179
Apocalypse;2;20;20;SKN;61-0319;59
Apocalypse;2;20;20;VGR;58-0927;179
Apocalypse;2;20;20;VGR;61-0319;63
Apocalypse;2;22;22;SKN;63-0321;272
Apocalypse;2;22;22;VGR;63-0321;272
Apocalypse;2;99;99;VGR;61-1015M;196
Apocalypse;3;0;0;SKN;58-0928M;115
Apocalypse;3;0;0;SKN;58-1130;67
Apocalypse;3;0;0;SKN;59-1128;13
Apocalypse;3;0;0;SKN;60-1210;17
Apocalypse;3;0;0;SKN;60-1210;139
Apocalypse;3;0;0;SKN;61-0108;70
Apocalypse;3;0;0;SKN;61-1112;183
Apocalypse;3;0;0;SKN;61-1112;241
Apocalypse;3;0;0;SKN;62-1104M;174
Apocalypse;3;0;0;SKN;62-1124B;13
Apocalypse;3;0;0;SKN;62-1124B;15
Apocalypse;3;0;0;SKN;63-1116B;87
Apocalypse;3;0;0;SKN;63-1201E;53
Apocalypse;3;0;0;SKN;63-1229M;210
Apocalypse;3;0;0;SKN;64-0119;48
Apocalypse;3;0;0;SKN;64-0125;112
Apocalypse;3;0;0;SKN;64-0312;162
Apocalypse;3;0;0;SKN;64-0313;101
Apocalypse;3;0;0;SKN;64-0411;78
Apocalypse;3;0;0;SKN;64-0500;22
Apocalypse;3;0;0;SKN;64-0705;148
Apocalypse;3;0;0;SKN;64-0705;161
Apocalypse;3;0;0;SKN;64-0726M;57
Apocalypse;3;0;0;SKN;65-0219;141
Apocalypse;3;0;0;SKN;65-0429E;20
Apocalypse;3;0;0;SKN;65-0815;21
Apocalypse;3;0;0;SKN;65-0829;76
Apocalypse;3;0;0;SKN;65-0911;141
Apocalypse;3;0;0;SKN;65-1031M;218
Apocalypse;3;0;0;SKN;65-1031M;273
Apocalypse;3;0;0;SKN;65-1125;59
Apocalypse;3;0;0;SKN;65-1204;64
Apocalypse;3;0;0;SKN;65-1206;263
Apocalypse;3;0;0;SKN;65-1206;265
Apocalypse;3;0;0;VGR;58-1130;67
Apocalypse;3;0;0;VGR;60-1210;158
Apocalypse;3;0;0;VGR;61-0108;70
Apocalypse;3;0;0;VGR;61-0730M;41
Apocalypse;3;0;0;VGR;61-1112;183
Apocalypse;3;0;0;VGR;61-1112;245
Apocalypse;3;0;0;VGR;62-1124B;17
Apocalypse;3;0;0;VGR;62-1124B;22
Apocalypse;3;0;0;VGR;63-1229M;210
Apocalypse;3;0;0;VGR;64-0125;112
Apocalypse;3;0;0;VGR;64-0313;174
Apocalypse;3;0;0;VGR;64-0411;218
Apocalypse;3;0;0;VGR;64-0705;148
Apocalypse;3;0;0;VGR;64-0705;161
Apocalypse;3;0;0;VGR;64-0726M;57
Apocalypse;3;0;0;VGR;65-0219;141
Apocalypse;3;0;0;VGR;65-0815;33
Apocalypse;3;0;0;VGR;65-0829;132
Apocalypse;3;0;0;VGR;65-0911;204
Apocalypse;3;0;0;VGR;65-1031M;218
Apocalypse;3;0;0;VGR;65-1031M;273
Apocalypse;3;0;0;VGR;65-1204;64
Apocalypse;3;0;0;VGR;65-1206;263
Apocalypse;3;0;0;VGR;65-1206;265
Apocalypse;3;1;3;SKN;62-0407;93
Apocalypse;3;2;2;SKN;63-0322;165
Apocalypse;3;2;2;VGR;63-0322;165
Apocalypse;3;3;3;SKN;63-0322;180
Apocalypse;3;3;3;VGR;63-0322;180
Apocalypse;3;7;7;SKN;60-1210;17
Apocalypse;3;7;7;VGR;60-1210;17
Apocalypse;3;8;8;SKN;60-1231;94
Apocalypse;3;8;8;VGR;60-1231;90
Apocalypse;3;14;14;SKN;57-1208;6
Apocalypse;3;14;14;SKN;62-1230E;111
Apocalypse;3;14;14;SKN;65-0801M;46
Apocalypse;3;14;14;SKN;65-0829;15
Apocalypse;3;14;14;VGR;57-1208;12
Apocalypse;3;14;14;VGR;62-1230E;238
Apocalypse;3;14;14;VGR;65-0801M;46
Apocalypse;3;14;14;VGR;65-0829;19
Apocalypse;3;16;16;SKN;65-1128E;81
Apocalypse;3;16;16;VGR;65-1128E;81
Apocalypse;3;17;17;SKN;59-1128;13
Apocalypse;3;20;20;SKN;58-0529;12
Apocalypse;3;21;21;SKN;61-0101;288
Apocalypse;3;21;21;SKN;63-0825M;156
Apocalypse;3;21;21;VGR;61-0101;282
Apocalypse;3;21;21;VGR;63-0825M;156
Apocalypse;4;0;0;SKN;61-0108;50
Apocalypse;4;0;0;SKN;61-0108;116
Apocalypse;4;0;0;SKN;61-0108;259
Apocalypse;4;0;0;VGR;60-1204M;26
Apocalypse;4;0;0;VGR;61-0108;50
Apocalypse;4;0;0;VGR;61-0108;116
Apocalypse;4;0;0;VGR;61-0108;253
Apocalypse;4;1;1;SKN;61-0108;72
Apocalypse;4;1;1;VGR;61-0108;72
Apocalypse;4;2;2;SKN;60-1231;128
Apocalypse;4;2;2;VGR;60-1231;143
Apocalypse;4;7;7;SKN;65-0220;110
Apocalypse;4;7;7;VGR;65-0220;110
Apocalypse;5;0;0;SKN;57-1002;354
Apocalypse;5;0;0;SKN;57-1002;548
Apocalypse;5;0;0;SKN;57-1006;677
Apocalypse;5;0;0;SKN;57-1006;678
Apocalypse;5;0;0;SKN;61-0108;260
Apocalypse;5;0;0;SKN;63-0318;61
Apocalypse;5;0;0;VGR;57-1002;354
Apocalypse;5;0;0;VGR;57-1006;678
Apocalypse;5;0;0;VGR;61-0108;254
Apocalypse;5;0;0;VGR;63-0318;61
Apocalypse;5;0;0;VGR;63-0324M;270
Apocalypse;5;1;1;SKN;62-1230E;154
Apocalypse;5;1;1;VGR;62-1230E;302
Apocalypse;5;9;9;SKN;63-0324M;268
Apocalypse;5;9;9;SKN;63-0324M;270
Apocalypse;5;9;9;VGR;63-0324M;268
Apocalypse;6;0;0;SKN;54-0103M;194
Apocalypse;6;0;0;SKN;62-1230E;185
Apocalypse;6;0;0;SKN;63-0323;141
Apocalypse;6;0;0;SKN;63-0323;143
Apocalypse;6;0;0;SKN;63-0324M;267
Apocalypse;6;0;0;SKN;63-0324M;272
Apocalypse;6;0;0;SKN;63-0324M;274
Apocalypse;6;0;0;SKN;65-0117;68
Apocalypse;6;0;0;VGR;54-0103M;194
Apocalypse;6;0;0;VGR;62-1230E;345
Apocalypse;6;0;0;VGR;63-0323;141
Apocalypse;6;0;0;VGR;63-0323;143
Apocalypse;6;0;0;VGR;63-0324M;267
Apocalypse;6;0;0;VGR;63-0324M;272
Apocalypse;6;0;0;VGR;63-0324M;274
Apocalypse;6;1;1;SKN;61-0730M;71
Apocalypse;6;1;1;SKN;63-0323;157
Apocalypse;6;1;1;VGR;63-0323;157
Apocalypse;6;3;3;SKN;63-0323;160
Apocalypse;6;3;3;SKN;63-0323;161
Apocalypse;6;3;3;VGR;63-0323;160
Apocalypse;6;3;3;VGR;63-0323;161
Apocalypse;6;5;5;SKN;63-0323;164
Apocalypse;6;5;5;VGR;63-0323;164
Apocalypse;6;6;6;SKN;63-0324M;102
Apocalypse;6;6;6;SKN;63-0324M;282
Apocalypse;6;6;6;VGR;63-0324M;102
Apocalypse;6;6;6;VGR;63-0324M;282
Apocalypse;6;9;9;SKN;63-0323;177
Apocalypse;6;9;9;VGR;63-0323;177
Apocalypse;6;11;11;SKN;63-0324M;271
Apocalypse;6;11;11;SKN;63-0324M;279
Apocalypse;6;11;11;VGR;63-0324M;271
Apocalypse;6;11;11;VGR;63-0324M;279
Apocalypse;6;12;12;SKN;63-0323;180
Apocalypse;6;12;12;SKN;63-1115;52
Apocalypse;6;12;12;VGR;63-0323;180
Apocalypse;6;14;14;SKN;64-0802;184
Apocalypse;6;14;14;VGR;64-0802;184
Apocalypse;7;0;0;SKN;54-0514;239
Apocalypse;7;0;0;SKN;54-0515;153
Apocalypse;7;0;0;SKN;60-1204E;158
Apocalypse;7;0;0;SKN;60-1211M;59
Apocalypse;7;0;0;SKN;60-1211M;89
Apocalypse;7;0;0;SKN;61-0217;42
Apocalypse;7;0;0;SKN;61-0730M;117
Apocalypse;7;0;0;SKN;61-0808;71
Apocalypse;7;0;0;SKN;63-0324E;197
Apocalypse;7;0;0;SKN;63-0324E;199
Apocalypse;7;0;0;SKN;63-0324E;386
Apocalypse;7;0;0;SKN;63-0728;228
Apocalypse;7;0;0;SKN;64-0830E;77
Apocalypse;7;0;0;VGR;54-0514;239
Apocalypse;7;0;0;VGR;54-0515;153
Apocalypse;7;0;0;VGR;60-1204E;216
Apocalypse;7;0;0;VGR;60-1211M;56
Apocalypse;7;0;0;VGR;60-1211M;83
Apocalypse;7;0;0;VGR;61-0730M;117
Apocalypse;7;0;0;VGR;61-0808;182
Apocalypse;7;0;0;VGR;63-0324E;197
Apocalypse;7;0;0;VGR;63-0324E;199
Apocalypse;7;0;0;VGR;63-0324E;388
Apocalypse;7;0;0;VGR;63-0728;228
Apocalypse;7;0;0;VGR;64-0830E;77
Apocalypse;7;14;14;SKN;63-0324M;280
Apocalypse;7;14;14;VGR;63-0324M;280
Apocalypse;8;0;0;SKN;64-0719M;113
Apocalypse;8;0;0;VGR;64-0719M;150
Apocalypse;8;1;1;SKN;63-0324E;229
Apocalypse;8;7;7;SKN;64-0719M;108
Apocalypse;8;7;7;VGR;64-0719M;144
Apocalypse;9;0;0;SKN;60-1211M;250
Apocalypse;9;0;0;SKN;64-0719M;164
Apocalypse;9;0;0;VGR;64-0719M;226
Apocalypse;9;1;1;SKN;64-0719M;156
Apocalypse;9;1;1;VGR;64-0719M;212
Apocalypse;9;1;4;SKN;60-1211M;282
Apocalypse;9;13;13;SKN;64-0719M;119
Apocalypse;9;13;13;VGR;64-0719M;159
Apocalypse;10;0;0;SKN;61-0618;209
Apocalypse;10;0;0;SKN;61-0730M;63
Apocalypse;10;0;0;SKN;63-0112;4
Apocalypse;10;0;0;SKN;63-0112;69
Apocalypse;10;0;0;SKN;63-0116;74
Apocalypse;10;0;0;SKN;63-0317E;29
Apocalypse;10;0;0;SKN;63-0318;205
Apocalypse;10;0;0;SKN;63-0320;41
Apocalypse;10;0;0;SKN;63-0320;177
Apocalypse;10;0;0;SKN;63-0321;37
Apocalypse;10;0;0;SKN;63-0321;378
Apocalypse;10;0;0;SKN;63-0818;100
Apocalypse;10;0;0;SKN;64-0112;170
Apocalypse;10;0;0;SKN;64-0419;29
Apocalypse;10;0;0;SKN;64-0419;63
Apocalypse;10;0;0;SKN;64-0419;80
Apocalypse;10;0;0;SKN;64-0614M;336
Apocalypse;10;0;0;SKN;64-0614M;341
Apocalypse;10;0;0;SKN;64-0614M;342
Apocalypse;10;0;0;SKN;64-0621;76
Apocalypse;10;0;0;SKN;64-0705;167
Apocalypse;10;0;0;SKN;64-0719M;45
Apocalypse;10;0;0;SKN;64-0719M;176
Apocalypse;10;0;0;SKN;64-0719M;177
Apocalypse;10;0;0;SKN;64-0719M;191
Apocalypse;10;0;0;SKN;64-0830E;153
Apocalypse;10;0;0;SKN;64-0830E;154
Apocalypse;10;0;0;SKN;65-0117;68
Apocalypse;10;0;0;SKN;65-0117;70
Apocalypse;10;0;0;SKN;65-0218;101
Apocalypse;10;0;0;SKN;65-0219;165
Apocalypse;10;0;0;SKN;65-0221M;58
Apocalypse;10;0;0;SKN;65-0718M;147
Apocalypse;10;0;0;SKN;65-0718M;166
Apocalypse;10;0;0;SKN;65-0718M;178
Apocalypse;10;0;0;SKN;65-0725M;130
Apocalypse;10;0;0;SKN;65-0725M;261
Apocalypse;10;0;0;SKN;65-0801E;129
Apocalypse;10;0;0;SKN;65-0911;49
Apocalypse;10;0;0;SKN;65-0911;62
Apocalypse;10;0;0;SKN;65-0911;126
Apocalypse;10;0;0;SKN;65-1125;231
Apocalypse;10;0;0;SKN;65-1126;294
Apocalypse;10;0;0;SKN;65-1127B;301
Apocalypse;10;0;0;SKN;65-1127B;322
Apocalypse;10;0;0;SKN;65-1127E;201
Apocalypse;10;0;0;SKN;65-1204;75
Apocalypse;10;0;0;VGR;61-0618;206
Apocalypse;10;0;0;VGR;61-0730M;63
Apocalypse;10;0;0;VGR;63-0116;75
Apocalypse;10;0;0;VGR;63-0317E;29
Apocalypse;10;0;0;VGR;63-0318;205
Apocalypse;10;0;0;VGR;63-0320;41
Apocalypse;10;0;0;VGR;63-0320;177
Apocalypse;10;0;0;VGR;63-0320;197
Apocalypse;10;0;0;VGR;63-0321;37
Apocalypse;10;0;0;VGR;63-0321;378
Apocalypse;10;0;0;VGR;63-0818;100
Apocalypse;10;0;0;VGR;64-0112;170
Apocalypse;10;0;0;VGR;64-0419;29
Apocalypse;10;0;0;VGR;64-0419;63
Apocalypse;10;0;0;VGR;64-0419;80
Apocalypse;10;0;0;VGR;64-0614M;336
Apocalypse;10;0;0;VGR;64-0614M;341
Apocalypse;10;0;0;VGR;64-0614M;342
Apocalypse;10;0;0;VGR;64-0705;167
Apocalypse;10;0;0;VGR;64-0719M;58
Apocalypse;10;0;0;VGR;64-0719M;245
Apocalypse;10;0;0;VGR;64-0719M;264
Apocalypse;10;0;0;VGR;64-0830E;153
Apocalypse;10;0;0;VGR;64-0830E;154
Apocalypse;10;0;0;VGR;65-0218;101
Apocalypse;10;0;0;VGR;65-0219;165
Apocalypse;10;0;0;VGR;65-0221M;80
Apocalypse;10;0;0;VGR;65-0718M;147
Apocalypse;10;0;0;VGR;65-0718M;166
Apocalypse;10;0;0;VGR;65-0718M;178
Apocalypse;10;0;0;VGR;65-0725M;130
Apocalypse;10;0;0;VGR;65-0725M;261
Apocalypse;10;0;0;VGR;65-0911;77
Apocalypse;10;0;0;VGR;65-0911;91
Apocalypse;10;0;0;VGR;65-0911;185
Apocalypse;10;0;0;VGR;65-1125;299
Apocalypse;10;0;0;VGR;65-1126;294
Apocalypse;10;0;0;VGR;65-1127B;301
Apocalypse;10;0;0;VGR;65-1127E;201
Apocalypse;10;0;0;VGR;65-1204;75
Apocalypse;10;1;1;SKN;63-0318;68
Apocalypse;10;1;1;SKN;63-0324E;384
Apocalypse;10;1;1;SKN;64-0719M;45
Apocalypse;10;1;1;SKN;64-0719M;99
Apocalypse;10;1;1;SKN;65-0725E;148
Apocalypse;10;1;1;SKN;65-0725M;260
Apocalypse;10;1;1;SKN;65-0822M;158
Apocalypse;10;1;1;SKN;65-0822M;162
Apocalypse;10;1;1;VGR;63-0317E;220
Apocalypse;10;1;1;VGR;63-0318;68
Apocalypse;10;1;1;VGR;63-0322;193
Apocalypse;10;1;1;VGR;63-0322;211
Apocalypse;10;1;1;VGR;63-0324E;386
Apocalypse;10;1;1;VGR;64-0719M;58
Apocalypse;10;1;1;VGR;64-0719M;128
Apocalypse;10;1;1;VGR;65-0725M;260
Apocalypse;10;1;1;VGR;65-0822M;158
Apocalypse;10;1;1;VGR;65-0822M;162
Apocalypse;10;1;7;SKN;63-0318;68
Apocalypse;10;1;7;SKN;63-0319;182
Apocalypse;10;1;7;SKN;63-0321;46
Apocalypse;10;1;7;SKN;63-0322;193
Apocalypse;10;1;7;SKN;63-0322;211
Apocalypse;10;1;7;SKN;63-0324E;304
Apocalypse;10;1;7;SKN;63-0412M;171
Apocalypse;10;1;7;SKN;65-0221E;30
Apocalypse;10;1;7;VGR;63-0319;76
Apocalypse;10;1;7;VGR;63-0319;183
Apocalypse;10;1;7;VGR;63-0321;46
Apocalypse;10;1;7;VGR;63-0324E;304
Apocalypse;10;1;7;VGR;65-0221E;30
Apocalypse;10;6;6;SKN;63-0317E;223
Apocalypse;10;6;6;VGR;63-0317E;223
Apocalypse;10;7;7;SKN;63-0321;151
Apocalypse;10;7;7;SKN;63-0321;351
Apocalypse;10;7;7;SKN;63-0322;320
Apocalypse;10;7;7;SKN;63-1110M;156
Apocalypse;10;7;7;SKN;65-1126;311
Apocalypse;10;7;7;SKN;65-1204;75
Apocalypse;10;7;7;SKN;65-1204;107
Apocalypse;10;7;7;SKN;65-1206;320
Apocalypse;10;7;7;VGR;63-0321;151
Apocalypse;10;7;7;VGR;63-0321;351
