ref;traduction;code;paragraphe;statut;note;cadre
Matthieu 28:19;VGR;63-0324M;148;EXACT;nom pere fils saint esprit [couverture 5/10];CONCEPT
Matthieu 28:19;VGR;63-0324M;151;VALIDE;allez faites disciples nations baptisant nom pere fils;CONCEPT
Actes 2:0;VGR;63-0608;327;VALIDE;chap->v.38: chacun baptise jesus don saint;CONCEPT
Actes 4:0;VGR;63-0608;270;VALIDE;chap->v.30: main quil miracles nom saint jesus;CONCEPT
Actes 4:0;VGR;63-0608;271;VALIDE;chap->v.30: main quil miracles nom saint jesus;CONCEPT
Actes 4:0;VGR;63-0608;319;VALIDE;chap->v.10: christ avez dieu cest;CONCEPT
Actes 10:49;VGR;63-0608;237;LAPSUS;annoncé — dit en réalité actes 10:44;CONCEPT
actes 10:44;VGR;63-0608;237;LAPSUS-LU;lu — annoncé sous Actes 10:49;CONCEPT
Actes 19:0;VGR;63-0608;238;VALIDE;chap->v.1: etait paul traverse contrees superieures trouve certains;CONCEPT
Actes 2:0;VGR;63-0628M;231;VALIDE;chap->v.2: ciel dun impetueux assis;CONCEPT
Actes 19:0;VGR;63-0628M;77;VALIDE;chap->v.4: paul peuple lui cest;CONCEPT
Apocalypse 17:0;VGR;63-0628M;92;VALIDE;chap->v.17: dieu seule meme paroles;CONCEPT
Actes 2:0;VGR;63-0707;164;VALIDE;chap->v.17: derniers jours dieu repandrai esprit chair vos fils;CONCEPT
Actes 2:38;VGR;63-0707;122;VALIDE;jesus christ don saint;CONCEPT
Apocalypse 17:0;VGR;63-0707;55;VALIDE;chap->v.17: dieu seule meme jusqua;CONCEPT
Hebreux 6:0;VGR;63-0707;233;VALIDE;chap->v.1: cest pourquoi laissant parole christ nouveau fondement;CONCEPT
Hebreux 6:1;VGR;63-0707;234;EXACT;cest pourquoi laissant parole christ nouveau fondement repentance [couverture 8/14];CONCEPT
Hebreux 10:0;VGR;63-0707;248;VALIDE;chap->v.7: alors ecrit moi dieu;CONCEPT
Hebreux 13:8;VGR;63-0707;81;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:8;VGR;63-0707;120;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:8;VGR;63-0707;159;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:8;VGR;63-0707;226;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:8;VGR;63-0707;232;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Jean 1:0;VGR;63-0707;232;VALIDE;chap->v.1: etait parole parole etait dieu parole etait dieu;CONCEPT
Jean 14:12;VGR;63-0707;168;VALIDE;dis uvres fais vais;CONCEPT
Jean 14:12;VGR;63-0707;226;EXACT;moi lui uvres fais [couverture 5/14];CONCEPT
Jean 15:0;VGR;63-0707;226;VALIDE;chap->v.4: demeurez moi moi lui meme quil demeure meme;CONCEPT
Joel 2:38;VGR;63-0707;164;LAPSUS;annoncé — dit en réalité actes 2:38;CONCEPT
actes 2:38;VGR;63-0707;164;LAPSUS-LU;lu — annoncé sous Joel 2:38;CONCEPT
Malachie 4:0;VGR;63-0707;275;VALIDE;chap->v.6: cur peres cur peres;CONCEPT
Marc 16:0;VGR;63-0707;160;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront;CONCEPT
Marc 16:0;VGR;63-0707;179;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Actes 2:0;VGR;63-0707M;164;VALIDE;chap->v.17: derniers jours dieu repandrai esprit chair vos fils;CONCEPT
Actes 2:38;VGR;63-0707M;122;VALIDE;jesus christ don saint;CONCEPT
Apocalypse 17:0;VGR;63-0707M;55;VALIDE;chap->v.17: dieu seule meme jusqua;CONCEPT
Hebreux 6:0;VGR;63-0707M;233;VALIDE;chap->v.1: cest pourquoi laissant parole christ nouveau fondement;CONCEPT
Hebreux 6:1;VGR;63-0707M;234;EXACT;cest pourquoi laissant parole christ nouveau fondement repentance [couverture 8/14];CONCEPT
Hebreux 10:0;VGR;63-0707M;248;VALIDE;chap->v.7: alors ecrit moi dieu;CONCEPT
Hebreux 13:8;VGR;63-0707M;81;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:8;VGR;63-0707M;120;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:8;VGR;63-0707M;159;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Hebreux 13:8;VGR;63-0707M;226;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Hebreux 13:8;VGR;63-0707M;232;EXACT;jesus christ meme hier aujourdhui eternellement [couverture 6/6];CONCEPT
Jean 1:0;VGR;63-0707M;232;VALIDE;chap->v.1: etait parole parole etait dieu parole etait dieu;CONCEPT
Jean 14:12;VGR;63-0707M;168;VALIDE;dis uvres fais vais;CONCEPT
Jean 14:12;VGR;63-0707M;226;EXACT;moi lui uvres fais [couverture 5/14];CONCEPT
Jean 15:0;VGR;63-0707M;226;VALIDE;chap->v.4: demeurez moi moi lui meme quil demeure meme;CONCEPT
Joel 2:38;VGR;63-0707M;164;LAPSUS;annoncé — dit en réalité actes 2:38;CONCEPT
actes 2:38;VGR;63-0707M;164;LAPSUS-LU;lu — annoncé sous Joel 2:38;CONCEPT
Malachie 4:0;VGR;63-0707M;275;VALIDE;chap->v.6: cur peres cur peres;CONCEPT
Marc 16:0;VGR;63-0707M;160;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront;CONCEPT
Marc 16:0;VGR;63-0707M;179;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Actes 2:0;VGR;63-0825E;154;VALIDE;chap->v.22: jesus homme dieu signes dieu;CONCEPT
Jacques 5:14;VGR;63-0825E;106;VALIDE;quil lui seigneur;CONCEPT
Jean 3:21;VGR;63-0825E;65;PARTIEL;commencé, pas achevé — dieu;CONCEPT
Jean 3:21;VGR;63-0825E;66;VALIDE;celui vient dieu;CONCEPT
Jean 14:12;VGR;63-0825E;153;VALIDE;lui uvres fais grandes parce;CONCEPT
Jean 15:0;VGR;63-0825E;76;VALIDE;chap->v.4: demeurez moi moi lui meme quil demeure meme;CONCEPT
Marc 11:23;VGR;63-0825E;153;VALIDE;dira toi quil;CONCEPT
Marc 16:0;VGR;63-0825E;106;VALIDE;chap->v.6: lui jesus ici mis;CONCEPT
Marc 16:0;VGR;63-0825E;153;VALIDE;chap->v.4: regarde etait etait grande;CONCEPT
Actes 2:0;VGR;63-1201M;24;VALIDE;chap->v.30: prophete dieu lui avait jure serment quil asseoir;CONCEPT
Actes 20:24;VGR;63-1201M;102;VALIDE;aucun moi jai;CONCEPT
Apocalypse 22:19;VGR;63-1201M;95;EXACT;quelquun quelque chose paroles livre dieu part vie [couverture 8/14];CONCEPT
Apocalypse 22:19;VGR;63-1201M;106;PARTIEL;commencé, pas achevé — quelque chose;CONCEPT
Esaie 9:6;VGR;63-1201M;64;PARTIEL;commencé, pas achevé — dieu;CONCEPT
Jacques 5:0;VGR;63-1201M;35;VALIDE;chap->v.17: elie etait homme pria instance quil;CONCEPT
Jean 1:0;VGR;63-1201M;95;VALIDE;chap->v.1: etait parole parole etait dieu parole etait dieu;CONCEPT
Job 14:0;VGR;63-1201M;115;VALIDE;chap->v.13: voulais cacher tenir cache jusqua colere puis moi;CONCEPT
Philippiens 1:0;VGR;63-1201M;22;VALIDE;chap->v.20: selon vive attente esperance rien maintenant toujours christ;CONCEPT
Romains 5:0;VGR;63-1201M;120;VALIDE;chap->v.1: justifies foi avons paix dieu seigneur jesus christ;CONCEPT
Romains 8:1;VGR;63-1201M;120;VALIDE;maintenant christ jesus;CONCEPT
Actes 2:0;VGR;64-0629;176;VALIDE;chap->v.29: hommes quil soit quil quil;CONCEPT
Actes 2:0;VGR;64-0629;199;VALIDE;chap->v.24: dieu ressuscite mort quil;CONCEPT
Actes 4:0;VGR;64-0629;200;VALIDE;chap->v.13: pierre jean etaient sen;CONCEPT
Deuteronome 18:15;VGR;64-0629;51;EXACT;leternel dieu suscitera prophete moi milieu toi tes [couverture 8/11];CONCEPT
Ezechiel 2:3;VGR;64-0629;50;VALIDE;fils moi jour;CONCEPT
Genese 1:0;VGR;64-0629;69;VALIDE;chap->v.4: dieu quelle etait dieu;CONCEPT
Genese 18:0;VGR;64-0629;146;VALIDE;chap->v.10: sera sara fils sara tente;CONCEPT
Hebreux 1:0;VGR;64-0629;57;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs manieres parle peres prophetes;CONCEPT
Hebreux 1:0;VGR;64-0629;145;VALIDE;chap->v.5: fils moi aujourdhui moi lui lui sera;CONCEPT
Hebreux 13:8;VGR;64-0629;63;EXACT;jesus christ meme hier aujourdhui [couverture 5/6];CONCEPT
Hebreux 13:8;VGR;64-0629;98;VALIDE;jesus meme hier aujourdhui;CONCEPT
Hebreux 13:8;VGR;64-0629;175;VALIDE;jesus meme hier aujourdhui;CONCEPT
Jean 1:0;VGR;64-0629;67;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait;CONCEPT
Jean 12:20;VGR;64-0629;64;PARTIEL;commencé, pas achevé — quelques grecs;CONCEPT
Joel 2:28;VGR;64-0629;91;PARTIEL;commencé, pas achevé — vos fils;CONCEPT
Malachie 3:0;VGR;64-0629;25;VALIDE;chap->v.15: maintenant meme meme dieu;CONCEPT
Philippiens 2:0;VGR;64-0629;20;VALIDE;chap->v.2: rendez joie ceci ayez meme pensee ayant meme;CONCEPT
Actes 2:0;VGR;64-1205;174;VALIDE;chap->v.24: dieu ressuscite mort;CONCEPT
Genese 22:0;VGR;64-1205;74;VALIDE;chap->v.9: dieu lui avait abraham bois isaac fils;CONCEPT
Marc 9:7;VGR;64-1205;106;EXACT;nuee voix celui fils ecoutez [couverture 6/10];CONCEPT
Marc 16:0;VGR;64-1205;83;VALIDE;chap->v.16: celui cru sera celui cru sera;CONCEPT
Actes 2:0;VGR;65-0123;82;VALIDE;chap->v.17: dieu esprit vos vos vos;CONCEPT
Apocalypse 22:18;VGR;65-0123;55;EXACT;moi paroles livre quelquun ajoute dieu [couverture 5/14];CONCEPT
Apocalypse 22:18;VGR;65-0123;58;EXACT;paroles quelquun ajoute dieu lui [couverture 5/14];CONCEPT
Genese 17:0;VGR;65-0123;189;VALIDE;chap->v.1: ans suis dieu;CONCEPT
Hebreux 13:0;VGR;65-0123;154;VALIDE;chap->v.8: meme hier aujourdhui eternellement;CONCEPT
Hebreux 13:8;VGR;65-0123;61;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Jean 3:16;VGR;65-0123;154;EXACT;dieu tant aime monde quil donne fils unique [couverture 14/14];CONCEPT
Jean 7:37-38;VGR;65-0123;183;EXACT;fete jesus quelquun soif quil vienne moi boive [couverture 7/14];CONCEPT
Psaumes 36:9;VGR;65-0123;188;PARTIEL;commencé, pas achevé — source vie;CONCEPT
Zacharie 13:0;VGR;65-0123;187;VALIDE;chap->v.1: source ouverte maison david peche;CONCEPT
Actes 2:4;SKN;53-1129A;86;VALIDE;remplis lesprit saint parler;CONCEPT
Actes 2:24;SKN;53-1129A;86;VALIDE;dieu quil soit;CONCEPT
Apocalypse 1:0;SKN;53-1129A;91;VALIDE;chap->v.8: moi suis lalpha lomega seigneur dieu etait;CONCEPT
Jean 3:0;SKN;53-1129A;25;VALIDE;chap->v.3: jesus lui verite verite dis nouveau voir royaume;CONCEPT
Marc 3:6;SKN;53-1129A;83;PARTIEL;commencé, pas achevé — aussitot lui;CONCEPT
Marc 16:0;SKN;53-1129A;83;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux;CONCEPT
Actes 2:4;SKN;55-0117;88;VALIDE;saint parler langues donnait;CONCEPT
Actes 2:38;SKN;55-0117;88;VALIDE;chacun don saint;CONCEPT
Actes 10:49;SKN;55-0117;88;LAPSUS;annoncé — dit en réalité actes 10:48;CONCEPT
actes 10:48;SKN;55-0117;88;LAPSUS-LU;lu — annoncé sous Actes 10:49;CONCEPT
Actes 2:4;SKN;59-1220E;18;VALIDE;saint parler dautres langues;CONCEPT
Actes 2:6;SKN;59-1220E;18;VALIDE;bruit multitude parler langage;CONCEPT
Actes 8:18;SKN;59-1220E;21;VALIDE;simon saint etait donne;CONCEPT
Hebreux 6:0;SKN;59-1220E;36;VALIDE;chap->v.10: dieu nest injuste lamour servi;CONCEPT
Actes 2:4;SKN;61-0112;117;VALIDE;saint parler langues selon;CONCEPT
Actes 2:4;SKN;61-0112;244;VALIDE;saint parler langues selon;CONCEPT
Actes 2:4;SKN;61-0112;253;EXACT;furent saint parler langues selon [couverture 5/12];CONCEPT
Actes 2:38;SKN;61-0112;224;VALIDE;chacun christ don saint;CONCEPT
Actes 2:38;SKN;61-0112;237;PARTIEL;commencé, pas achevé — don;CONCEPT
Actes 19:0;SKN;61-0112;301;VALIDE;chap->v.6: paul saint langues;CONCEPT
Esaie 28:0;SKN;61-0112;98;VALIDE;chap->v.11: levres langue parlera peuple;CONCEPT
Hebreux 6:0;SKN;61-0112;206;VALIDE;chap->v.7: terre pluie souvent dieu;CONCEPT
Hebreux 6:0;SKN;61-0112;223;VALIDE;chap->v.4: impossible ceux ont fois eclaires ont don saint;CONCEPT
Jean 13:0;SKN;61-0112;452;VALIDE;chap->v.3: jesus lui mis choses etait venu dieu allait;CONCEPT
Luc 3:0;SKN;61-0112;383;VALIDE;chap->v.16: jean disant moi vient celui moi;CONCEPT
Luc 3:14-16;SKN;61-0112;429;VALIDE;gens commettez personne contentez;CONCEPT
Malachie 4:0;SKN;61-0112;415;VALIDE;chap->v.5: avant grand terrible jour;CONCEPT
Matthieu 3:0;SKN;61-0112;438;VALIDE;chap->v.3: ici parle prophete;CONCEPT
Matthieu 18:10;SKN;61-0112;312;EXACT;mepriser petits dis cieux anges voient continuellement face [couverture 10/12];CONCEPT
Matthieu 18:10;SKN;61-0112;316;EXACT;prenez mepriser petits cieux anges voient continuellement face [couverture 10/12];CONCEPT
Matthieu 28:19;SKN;61-0112;224;VALIDE;allez fils saint;CONCEPT
Actes 2:4;SKN;61-0128;18;PARTIEL;commencé, pas achevé — saint parler;CONCEPT
Actes 19:0;SKN;61-0128;45;VALIDE;chap->v.2: avez recu lesprit saint apres cru lui lesprit;CONCEPT
Galates 1:8;SKN;61-0128;45;VALIDE;ange ciel avons quil soit anatheme;CONCEPT
Genese 1:26;SKN;61-0128;79;VALIDE;dieu homme ressemblance mer cieux terre;CONCEPT
Hebreux 3:0;SKN;61-0128;82;VALIDE;chap->v.1: cest souverain sacrificateur confession jesus;CONCEPT
Jean 5:24;SKN;61-0128;74;VALIDE;celui parole croit envoye vie eternelle jugement passe;CONCEPT
Jeremie 8:22;SKN;61-0128;13;VALIDE;baume galaad medecin pourquoi fille peuple;CONCEPT
Psaumes 103:3;SKN;61-0128;35;VALIDE;cest tes guerit;CONCEPT
Actes 2:4;SKN;61-0316;35;VALIDE;saint parler langues selon;CONCEPT
Actes 2:4;SKN;61-0316;52;VALIDE;saint parler langues selon;CONCEPT
Actes 2:4;SKN;61-0316;53;VALIDE;saint parler langues selon;CONCEPT
Exode 19:0;SKN;61-0316;14;VALIDE;chap->v.1: sortis pays meme jour desert sinai;CONCEPT
Exode 19:0;SKN;61-0316;27;VALIDE;chap->v.3: monta dieu montagne ainsi maison;CONCEPT
Exode 19:0;SKN;61-0316;30;VALIDE;chap->v.3: monta dieu montagne ainsi maison fils;CONCEPT
Exode 19:0;SKN;61-0316;32;VALIDE;chap->v.1: apres fils pays meme jour sinai;CONCEPT
Jean 5:24;SKN;61-0316;71;VALIDE;dis celui entend parole croit envoye vie eternelle;CONCEPT
Actes 2:4;SKN;61-0424;26;PARTIEL;commencé, pas achevé — saint;CONCEPT
Hebreux 1:0;SKN;61-0424;127;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs manieres parle peres prophetes;CONCEPT
Hebreux 1:1;SKN;61-0424;127;EXACT;dieu plusieurs reprises manieres parle peres prophetes [couverture 8/10];CONCEPT
Jean 5:19;SKN;61-0424;125;EXACT;jesus dis fils rien lui pere [couverture 5/14];CONCEPT
Jean 15:0;SKN;61-0424;152;VALIDE;chap->v.2: sarment porte fruit sarment porte fruit porte fruit;CONCEPT
Jean 20:13;SKN;61-0424;44;EXACT;lui femme pourquoi pleures enleve seigneur sais [couverture 7/11];CONCEPT
Marc 16:0;SKN;61-0424;7;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru demons;CONCEPT
Marc 16:0;SKN;61-0424;26;VALIDE;chap->v.14: tard etaient parce cru ceux;CONCEPT
Actes 2:4;SKN;62-0728;28;VALIDE;saint parler selon;CONCEPT
Hebreux 4:12;SKN;62-0728;60;VALIDE;parole dieu epee deux tranchants jusqua;CONCEPT
Hebreux 13:8;SKN;62-0728;57;VALIDE;jesus christ meme hier aujourdhui eternellement;CONCEPT
Hebreux 13:8;SKN;62-0728;79;VALIDE;jesus christ meme hier aujourdhui eternellement;CONCEPT
Jean 4:0;SKN;62-0728;77;VALIDE;chap->v.25: femme lui messie appele christ celui sera venu;CONCEPT
Jean 12:32;SKN;62-0728;11;VALIDE;moi suis eleve terre jattirerai hommes meme;LECTURE
Job 14:0;SKN;62-0728;41;VALIDE;chap->v.13: voulais cacher tenir cache jusqua colere temps moi;CONCEPT
Malachie 4:0;SKN;62-0728;59;VALIDE;chap->v.6: fera peres fils fils peres;CONCEPT
Actes 2:4;SKN;65-0124;46;PARTIEL;commencé, pas achevé — saint;CONCEPT
Apocalypse 21:0;SKN;65-0124;61;VALIDE;chap->v.1: vis nouveau ciel nouvelle terre premier ciel premiere;CONCEPT
Jean 3:16;SKN;65-0124;46;VALIDE;dieu aime monde donne croit lui;CONCEPT
Jean 5:7;SKN;65-0124;32;VALIDE;malade nai personne;CONCEPT
Jean 16:0;SKN;65-0124;26;VALIDE;chap->v.20: verite verite dis pleurerez lamenterez monde rejouira serez;CONCEPT
Jean 16:21;SKN;65-0124;26;VALIDE;femme enfante tristesse parce heure donne jour souvient;CONCEPT
Malachie 3:0;SKN;65-0124;88;VALIDE;chap->v.15: maintenant heureux ceux meme meme dieu;CONCEPT
Malachie 3:1;SKN;65-0124;90;VALIDE;voici messager chemin devant moi;CONCEPT
Malachie 4:0;SKN;65-0124;88;VALIDE;chap->v.1: jour vient ceux jour vient;CONCEPT
Malachie 4:0;SKN;65-0124;90;VALIDE;chap->v.5: voici elie prophete;CONCEPT
Malachie 4:0;SKN;65-0124;144;VALIDE;chap->v.1: voici jour jour;CONCEPT
Matthieu 24:0;SKN;65-0124;74;VALIDE;chap->v.30: alors signe fils alors terre fils;CONCEPT
Matthieu 24:0;SKN;65-0124;75;VALIDE;chap->v.30: alors signe fils alors terre fils;CONCEPT
Matthieu 24:24;SKN;65-0124;128;VALIDE;possible meme elus;CONCEPT
Actes 2:4;VGR;55-0117;88;VALIDE;parler langues donnait;CONCEPT
Actes 2:38;VGR;55-0117;88;PARTIEL;commencé, pas achevé — chacun don;CONCEPT
Actes 10:49;VGR;55-0117;88;LAPSUS;annoncé — dit en réalité actes 10:48;CONCEPT
actes 10:48;VGR;55-0117;88;LAPSUS-LU;lu — annoncé sous Actes 10:49;CONCEPT
Actes 2:4;VGR;59-1220E;18;VALIDE;saint parler dautres langues;CONCEPT
Actes 2:6;VGR;59-1220E;18;EXACT;bruit ceci setant repandu parler [couverture 5/13];CONCEPT
Actes 8:18;VGR;59-1220E;20;VALIDE;simon saint etait donne;CONCEPT
Hebreux 6:0;VGR;59-1220E;36;VALIDE;chap->v.10: dieu nest injuste lamour servi;CONCEPT
Actes 2:4;VGR;61-0112;117;EXACT;lesprit saint parler langues [couverture 5/12];CONCEPT
Actes 2:4;VGR;61-0112;244;VALIDE;saint parler langues;CONCEPT
Actes 2:4;VGR;61-0112;253;VALIDE;saint parler langues;CONCEPT
Actes 2:38;VGR;61-0112;224;VALIDE;christ don saint;CONCEPT
Actes 2:38;VGR;61-0112;237;PARTIEL;commencé, pas achevé — don;CONCEPT
Actes 19:0;VGR;61-0112;301;VALIDE;chap->v.2: avez saint saint;CONCEPT
Esaie 28:0;VGR;61-0112;98;VALIDE;chap->v.11: levres langue etrangere parlera peuple;CONCEPT
Hebreux 6:0;VGR;61-0112;206;VALIDE;chap->v.7: terre pluie souvent herbes dieu;CONCEPT
Hebreux 6:0;VGR;61-0112;223;VALIDE;chap->v.4: impossible ceux ont fois eclaires ont don saint;CONCEPT
Jean 13:0;VGR;61-0112;452;VALIDE;chap->v.3: jesus lui mis quil etait venu dieu allait;CONCEPT
Luc 1:17;VGR;61-0112;455;PARTIEL;commencé, pas achevé — lesprit delie;CONCEPT
Luc 3:0;VGR;61-0112;383;VALIDE;chap->v.4: ecrit livre seigneur faites;CONCEPT
Luc 3:14-16;VGR;61-0112;429;VALIDE;commettez personne contentez;CONCEPT
Malachie 4:0;VGR;61-0112;415;VALIDE;chap->v.5: avant grand terrible jour leternel;CONCEPT
Matthieu 3:0;VGR;61-0112;438;VALIDE;chap->v.3: cest ici parle prophete disant;CONCEPT
Matthieu 18:10;VGR;61-0112;312;EXACT;mepriser petits dis cieux anges voient continuellement face [couverture 10/12];CONCEPT
Matthieu 18:10;VGR;61-0112;316;EXACT;prenez garde mepriser petits cieux anges voient continuellement [couverture 11/12];CONCEPT
Matthieu 28:19;VGR;61-0112;224;VALIDE;allez fils saint;CONCEPT
Actes 2:17;SKN;65-1126;290;EXACT;arrivera derniers jours dieu vos fils jeunes [couverture 9/14];CONCEPT
Amos 3:7;SKN;65-1126;337;VALIDE;seigneur rien revele prophetes;CONCEPT
Apocalypse 10:0;SKN;65-1126;294;VALIDE;chap->v.7: septieme ange dieu;CONCEPT
Apocalypse 10:7;SKN;65-1126;311;VALIDE;sera dieu annonce;CONCEPT
Ephesiens 1:1-5;SKN;65-1126;129;VALIDE;jesus dieu part;CONCEPT
Genese 1:0;SKN;65-1126;136;VALIDE;chap->v.27: dieu crea image crea dieu crea;CONCEPT
Genese 2:0;SKN;65-1126;136;VALIDE;chap->v.4: ici terre dieu terre;CONCEPT
Genese 22:1;SKN;65-1126;79;EXACT;choses dieu abraham lui voici [couverture 6/9];CONCEPT
Jean 1:26;SKN;65-1126;188;PARTIEL;commencé, pas achevé — jean milieu;CONCEPT
Jean 6:44-46;SKN;65-1126;118;VALIDE;venir moi pere seront dieu;CONCEPT
Jean 6:44-46;SKN;65-1126;122;EXACT;nul venir moi pere dieu [couverture 5/10];CONCEPT
Luc 17:30;SKN;65-1126;292;PARTIEL;commencé, pas achevé — jour fils;CONCEPT
Malachie 4:0;SKN;65-1126;311;VALIDE;chap->v.1: jour ceux jour;CONCEPT
Romains 4:0;SKN;65-1126;224;VALIDE;chap->v.17: selon ecrit etabli pere nations devant dieu cru;CONCEPT
Romains 8:28-34;SKN;65-1126;129;EXACT;choses ceux dieu appeles predestines [couverture 5/11];CONCEPT
Actes 2:17;VGR;65-1126;290;EXACT;arrivera derniers jours dieu vos fils jeunes [couverture 9/14];CONCEPT
Amos 3:7;VGR;65-1126;337;EXACT;seigneur rien quil revele prophetes [couverture 5/9];CONCEPT
Apocalypse 10:0;VGR;65-1126;294;VALIDE;chap->v.7: jours septieme ange dieu;CONCEPT
Ephesiens 1:1-5;VGR;65-1126;129;VALIDE;jesus dieu part;CONCEPT
Genese 1:0;VGR;65-1126;136;VALIDE;chap->v.27: dieu crea lhomme image crea limage dieu crea;CONCEPT
Genese 2:0;VGR;65-1126;136;VALIDE;chap->v.22: dieu forma femme quil avait lhomme lhomme;CONCEPT
Genese 22:1-9;VGR;65-1126;79;EXACT;apres choses dieu abraham lui voici prends fils [couverture 7/9];CONCEPT
Jean 1:26;VGR;65-1126;188;PARTIEL;commencé, pas achevé — jean milieu;CONCEPT
Jean 6:44;VGR;65-1126;118;EXACT;nul venir moi pere [couverture 5/10];CONCEPT
Jean 6:44;VGR;65-1126;122;EXACT;nul venir moi pere [couverture 5/10];CONCEPT
Luc 17:30;VGR;65-1126;292;VALIDE;meme jour fils lhomme;CONCEPT
Malachie 4:0;VGR;65-1126;311;VALIDE;chap->v.1: voici jour ceux jour;CONCEPT
Romains 4:0;VGR;65-1126;224;VALIDE;chap->v.17: selon quil ecrit tai etabli pere nations devant;CONCEPT
Romains 8:28-34;VGR;65-1126;129;EXACT;choses ceux dieu appeles propos quil predestines [couverture 5/11];CONCEPT
Actes 2:24;SKN;53-1110;39;VALIDE;dieu ayant mort quil soit;CONCEPT
Romains 9:0;SKN;53-1110;20;VALIDE;chap->v.11: avant enfants nes quils rien bon afin dieu;CONCEPT
Actes 2:24;SKN;53-1115E;21;VALIDE;dieu mort netait quil soit;CONCEPT
Actes 19:0;SKN;53-1115E;30;VALIDE;chap->v.2: avez recu lesprit saint lui meme entendu lesprit;CONCEPT
Jean 5:19;SKN;53-1115E;24;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14];CONCEPT
Actes 2:27;VGR;57-1002;376;PARTIEL;commencé, pas achevé — ame saint;CONCEPT
Actes 7:55;VGR;57-1002;440;VALIDE;ciel dieu jesus;CONCEPT
Actes 19:0;VGR;57-1002;366;VALIDE;chap->v.1: apollos etait paul apres traverse contrees superieures certains;CONCEPT
Apocalypse 5:0;VGR;57-1002;354;VALIDE;chap->v.6: vis quatre animaux anciens sept sept;CONCEPT
Apocalypse 21:0;VGR;57-1002;548;VALIDE;chap->v.7: choses lui serai lui sera;CONCEPT
Apocalypse 21:19;VGR;57-1002;354;PARTIEL;commencé, pas achevé — pierre etait;CONCEPT
Ephesiens 1:20;VGR;57-1002;440;VALIDE;quil christ droite;CONCEPT
Ephesiens 1:20;VGR;57-1002;451;EXACT;quil christ ressuscitant morts asseoir droite lieux celestes [couverture 8/10];CONCEPT
